movieId,title,genres,matched_title
3241,"Cup, The (Phörpa) (1999)",Comedy,Vale Tudo Japan 1999
3243,Encino Man (1992),Comedy,Encino Man
3244,"Goodbye Girl, The (1977)",Comedy|Romance,The Goodbye Girl
3246,Malcolm X (1992),Drama,Malcolm X
3247,Sister Act (1992),Comedy|Crime,Sister Act
3248,Sister Act 2: Back in the Habit (1993),Comedy,Sister Act 2: Back in the Habit
3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,The Hand that Rocks the Cradle
3250,Alive (1993),Drama,Alive
3251,Agnes of God (1985),Drama|Mystery,Agnes of God
3252,Scent of a Woman (1992),Drama,Scent of a Woman
3253,Wayne's World (1992),Comedy,Wayne's World
3254,Wayne's World 2 (1993),Comedy,Wayne's World 2
3255,"League of Their Own, A (1992)",Comedy|Drama,A League of Their Own
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,Patriot Games
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,The Bodyguard
3258,Death Becomes Her (1992),Comedy|Fantasy,Death Becomes Her
3259,Far and Away (1992),Adventure|Drama|Romance,Far and Away
3260,Howards End (1992),Drama,Howards End
3261,Singles (1992),Comedy|Drama|Romance,Singles
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,Twin Peaks: Fire Walk with Me
3263,White Men Can't Jump (1992),Comedy|Drama,White Men Can't Jump
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,Buffy the Vampire Slayer
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,Madness: At Madstock 1992
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,The John Lennon Video Collections - 1992
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,El Mariachi
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,Stop! Or My Mom Will Shoot
3269,Forever Young (1992),Drama|Romance|Sci-Fi,Forever Young
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,The Cutting Edge
3271,Of Mice and Men (1992),Drama,Of Mice and Men
3272,Bad Lieutenant (1992),Crime|Drama,Bad Lieutenant
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,Scream 3
3274,Single White Female (1992),Drama|Thriller,Single White Female
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,The Safe Road 2000
3276,Gun Shy (2000),Comedy,Gun Shy
3280,"Baby, The (1973)",Horror,The Baby
3281,"Brandon Teena Story, The (1998)",Documentary,The Brandon Teena Story
3283,Minnie and Moskowitz (1971),Action,Minnie and Moskowitz
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,They Might Be Giants
3285,"Beach, The (2000)",Adventure|Drama,The Beach
3286,Snow Day (2000),Comedy,Snow Day
3287,"Tigger Movie, The (2000)",Animation|Children,The Tigger Movie
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,Not One Less
3294,Eaten Alive (1977),Horror,Led Zeppelin - Seattle 1977
3295,Raining Stones (1993),Drama,Raining Stones
3296,To Sir with Love (1967),Drama,"To Sir, with Love"
3298,Boiler Room (2000),Crime|Drama|Thriller,Boiler Room
3299,Hanging Up (2000),Comedy|Drama,Hanging Up
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,Pitch Black
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,The Whole Nine Yards
3302,Beautiful People (1999),Comedy,Beautiful People
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,Black Tar Heroin: The Dark End of the Street
3306,"Circus, The (1928)",Comedy,The Circus
3307,City Lights (1931),Comedy|Drama|Romance,City Lights
3308,"Flamingo Kid, The (1984)",Comedy|Drama,The Flamingo Kid
3310,"Kid, The (1921)",Comedy|Drama,The Kid
3313,Class Reunion (1982),Comedy,Class Reunion
3315,Happy Go Lovely (1951),Musical,Happy Go Lovely
3316,Reindeer Games (2000),Action|Thriller,Reindeer Games
3317,Wonder Boys (2000),Comedy|Drama,Wonder Boys
3323,Chain of Fools (2000),Comedy|Crime,Chain of Fools
3324,Drowning Mona (2000),Comedy,Drowning Mona
3325,"Next Best Thing, The (2000)",Comedy|Drama,The Next Best Thing
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,What Planet Are You From?
3327,Beyond the Mat (1999),Documentary,Beyond the Mat
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,Ghost Dog: The Way of the Samurai
3329,The Year My Voice Broke (1987),Drama|Romance,The Year My Voice Broke
3330,Splendor in the Grass (1961),Drama|Romance,Splendor in the Grass
3331,My Tutor (1983),Drama,My Tutor
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,Key Largo
3338,For All Mankind (1989),Documentary,For All Mankind
3341,Born Yesterday (1950),Comedy,Born Yesterday
3342,Birdy (1984),Drama|War,Birdy
3344,Blood Feast (1963),Horror,Blood Feast
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,"Charlie, the Lonesome Cougar"
3347,Never Cry Wolf (1983),Adventure|Drama,Never Cry Wolf
3350,"Raisin in the Sun, A (1961)",Drama,A Raisin in the Sun
3353,"Closer You Get, The (2000)",Comedy|Romance,The Closer You Get
3354,Mission to Mars (2000),Sci-Fi,Mission to Mars
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,The Ninth Gate
3357,East-West (Est-ouest) (1999),Drama|Romance,ECW House Party 1999
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,Defending Your Life
3359,Breaking Away (1979),Comedy|Drama,Breaking Away
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,1986 Mets: A Year to Remember
3361,Bull Durham (1988),Comedy|Drama|Romance,Bull Durham
3362,Dog Day Afternoon (1975),Crime|Drama,Dog Day Afternoon
3363,American Graffiti (1973),Comedy|Drama,American Graffiti
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,The Asphalt Jungle
3365,"Searchers, The (1956)",Drama|Western,The Searchers
3368,"Big Country, The (1958)",Romance|Western,The Big Country
3370,Betrayed (1988),Drama|Thriller,Betrayed
3372,"Bridge at Remagen, The (1969)",Action|War,The Bridge at Remagen
3374,Daughters of the Dust (1991),Drama,Daughters of the Dust
3378,"Ogre, The (Unhold, Der) (1996)",Drama,WCW The Great American Bash 1996
3379,On the Beach (1959),Drama,On the Beach
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,The Taking of Pelham One Two Three
3385,Volunteers (1985),Comedy,Volunteers
3386,JFK (1991),Drama|Mystery|Thriller,JFK
3387,Who's Harry Crumb? (1989),Comedy|Mystery,Who's Harry Crumb?
3388,Harry and the Hendersons (1987),Children|Comedy,Harry and the Hendersons
3389,Let's Get Harry (1986),Action|Adventure,Let's Get Harry
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,Shanghai Surprise
3391,Who's That Girl? (1987),Comedy,Who's That Girl
3392,She-Devil (1989),Comedy,She-Devil
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,Date With an Angel
3394,Blind Date (1987),Comedy|Romance,Blind Date
3395,Nadine (1987),Comedy,Nadine
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,The Muppet Movie
3397,"Great Muppet Caper, The (1981)",Children|Comedy,The Great Muppet Caper
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,The Muppets Take Manhattan
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,We're Back! A Dinosaur's Story
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,Baby: Secret of the Lost Legend
3402,Turtle Diary (1985),Comedy|Drama|Romance,Turtle Diary
3403,Raise the Titanic (1980),Drama|Thriller,Raise the Titanic
3404,Titanic (1953),Action|Drama,Titanic
3405,"Night to Remember, A (1958)",Action|Drama,A Night to Remember
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,Captain Horatio Hornblower
3408,Erin Brockovich (2000),Drama,Erin Brockovich
3409,Final Destination (2000),Drama|Thriller,Final Destination
3410,Soft Fruit (1999),Comedy|Drama,Motus Mix (1993-1999)
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,"Paris, le 7 Janvier 1988"
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,Love Is a Many-Splendored Thing
3415,"Mirror, The (Zerkalo) (1975)",Drama,The Man with Mirrored Glasses
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,The Crimson Pirate
3418,Thelma & Louise (1991),Adventure|Crime|Drama,Thelma & Louise
3420,...And Justice for All (1979),Drama|Thriller,...And Justice for All
3421,Animal House (1978),Comedy,Animal House
3422,She's Gotta Have It (1986),Comedy|Romance,She's Gotta Have It
3423,School Daze (1988),Drama,School Daze
3424,Do the Right Thing (1989),Drama,Do the Right Thing
3425,Mo' Better Blues (1990),Drama|Musical,Mo' Better Blues
3426,Jungle Fever (1991),Drama|Romance,Jungle Fever
3428,"Champ, The (1979)",Drama,The Champ
3429,Creature Comforts (1989),Animation|Comedy,Creature Comforts
3430,Death Wish (1974),Action|Crime|Drama,Death Wish
3431,Death Wish 2 (1982),Action|Drama,Death Wish II
3432,Death Wish 3 (1985),Action|Drama,Death Wish 3
3433,Death Wish 4: The Crackdown (1987),Action|Drama,Death Wish 4: The Crackdown
3434,Death Wish 5: The Face of Death (1994),Action|Drama,Death Wish V: The Face of Death
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,Double Indemnity
3436,Dying Young (1991),Drama|Romance,Dying Young
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,Teenage Mutant Ninja Turtles
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,Teenage Mutant Ninja Turtles III
3441,Red Dawn (1984),Action|Drama|War,Red Dawn
3442,Band of the Hand (1986),Action|Crime|Drama,Band of the Hand
3444,Bloodsport (1988),Action,Bloodsport
3445,Eyes of Laura Mars (1978),Mystery|Thriller,Eyes of Laura Mars
3446,Funny Bones (1995),Comedy|Drama,Funny Bones
3447,"Good Earth, The (1937)",Drama,The Good Earth
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,"Good Morning, Vietnam"
3449,"Good Mother, The (1988)",Drama,The Good Mother
3450,Grumpy Old Men (1993),Comedy,Grumpy Old Men
3451,Guess Who's Coming to Dinner (1967),Drama,Guess Who's Coming to Dinner
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,Romeo Must Die
3453,Here on Earth (2000),Drama|Romance,Here on Earth
3454,Whatever It Takes (2000),Comedy|Romance,Whatever It Takes
3455,Buddy Boy (1999),Drama|Thriller,Buddy Boy
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,The Colour of Paradise
3459,Gothic (1986),Drama|Horror,Gothic
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,Lord of the Flies
3462,Modern Times (1936),Comedy|Drama|Romance,Modern Times
3466,Heart and Souls (1993),Comedy|Fantasy,Heart and Souls
3467,Hud (1963),Drama|Western,Pintura 1962-63
3468,"Hustler, The (1961)",Drama,The Hustler
3469,Inherit the Wind (1960),Drama,Inherit the Wind
3470,Dersu Uzala (1975),Adventure|Drama,Dersu Uzala
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,Close Encounters of the Third Kind
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,Wishbone Ash: Live At Winterland Ballroom 1976
3474,Retroactive (1997),Sci-Fi|Thriller,Retroactive
3475,"Place in the Sun, A (1951)",Drama|Romance,A Place in the Sun
3476,Jacob's Ladder (1990),Horror|Mystery,Jacob's Ladder
3477,Empire Records (1995),Comedy|Drama,Empire Records
3478,"Bamba, La (1987)",Drama,La Bamba
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,Ladyhawke
3480,Lucas (1986),Drama|Romance,Xmas 1986
3481,High Fidelity (2000),Comedy|Drama|Romance,High Fidelity
3483,"Road to El Dorado, The (2000)",Animation|Children,The Road to El Dorado
3484,"Skulls, The (2000)",Thriller,The Skulls
3489,Hook (1991),Adventure|Comedy|Fantasy,Hook
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,The Son of the Sheik
3494,True Grit (1969),Adventure|Drama|Western,True Grit
3496,Madame Sousatzka (1988),Drama,Madame Sousatzka
3497,Max Dugan Returns (1983),Comedy,Max Dugan Returns
3498,Midnight Express (1978),Drama,Midnight Express
3499,Misery (1990),Drama|Horror|Thriller,Misery
3500,Mr. Saturday Night (1992),Comedy|Drama,Mr. Saturday Night
3501,Murphy's Romance (1985),Comedy|Romance,Murphy's Romance
3502,My Life (1993),Drama,My Life
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,Solaris
3504,Network (1976),Comedy|Drama,Network
3505,No Way Out (1987),Drama|Mystery|Thriller,No Way Out
3506,North Dallas Forty (1979),Comedy|Drama,North Dallas Forty
3507,"Odd Couple, The (1968)",Comedy,The Odd Couple
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,The Outlaw Josey Wales
3510,Frequency (2000),Drama|Thriller,Frequency
3511,Ready to Rumble (2000),Comedy,Ready to Rumble
3512,Return to Me (2000),Drama|Romance,Return to Me
3513,Rules of Engagement (2000),Drama|Thriller,Rules of Engagement
3514,Joe Gould's Secret (2000),Drama,Joe Gould's Secret
3515,Me Myself I (2000),Comedy|Romance,Me Myself I
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,"Bell, Book and Candle"
3519,Force 10 from Navarone (1978),Action|Drama|War,Force 10 from Navarone
3521,Mystery Train (1989),Comedy|Drama,Mystery Train
3524,Arthur (1981),Comedy|Romance,Arthur
3525,Bachelor Party (1984),Comedy,Bachelor Party
3526,Parenthood (1989),Comedy|Drama,Parenthood
3527,Predator (1987),Action|Sci-Fi|Thriller,Predator
3528,"Prince of Tides, The (1991)",Drama|Romance,The Prince of Tides
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,The Postman Always Rings Twice
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,1990 New York Mets: Story of a Season
3534,28 Days (2000),Drama,28 Days
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,American Psycho
3536,Keeping the Faith (2000),Comedy|Drama|Romance,Keeping the Faith
3537,Where the Money Is (2000),Comedy|Drama,Where the Money Is
3538,East is East (1999),Comedy,East Is East
3539,"Filth and the Fury, The (2000)",Documentary,The Filth and the Fury
3543,Diner (1982),Comedy|Drama,Linear 1
3544,Shakes the Clown (1992),Comedy,WCW WrestleWar 1992
3545,Cabaret (1972),Drama|Musical,Cabaret
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,What Ever Happened to Baby Jane?
3548,Auntie Mame (1958),Comedy|Drama,Auntie Mame
3549,Guys and Dolls (1955),Comedy|Musical|Romance,Guys and Dolls
3550,The Hunger (1983),Horror,The Hunger
3551,Marathon Man (1976),Crime|Drama|Thriller,Marathon Man
3552,Caddyshack (1980),Comedy,Caddyshack
3553,Gossip (2000),Drama|Thriller,Gossip
3554,Love and Basketball (2000),Drama|Romance,Love & Basketball
3555,U-571 (2000),Action|Thriller|War,U-571
3556,"Virgin Suicides, The (1999)",Drama|Romance,The Vampire Murders
3557,Jennifer 8 (1992),Mystery|Thriller,Jennifer Eight
3559,Limelight (1952),Comedy|Drama|Romance,Limelight
3563,"Crow: Salvation, The (2000)",Action|Horror,The Crow: Salvation
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,The Flintstones in Viva Rock Vegas
3565,Where the Heart Is (2000),Comedy|Drama,Where the Heart Is
3566,"Big Kahuna, The (2000)",Comedy|Drama,2001: The Final Breath
3567,Bossa Nova (2000),Comedy|Drama|Romance,Bossa Nova
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,Now and Then: From Frosh to Seniors
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,The 3 Tenors in Concert: 1998
3571,Time Code (2000),Comedy|Drama,The Safe Road 2000
3572,Carnosaur (1993),Horror|Sci-Fi,Carnosaur
3573,Carnosaur 2 (1995),Horror|Sci-Fi,Carnosaur 2
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,Carnosaur 3: Primal Species
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,The Hidden
3577,Two Moon Junction (1988),Drama|Romance,Two Moon Junction
3578,Gladiator (2000),Action|Adventure|Drama,Gladiator
3580,Up at the Villa (2000),Drama,Up at the Villa
3581,Human Traffic (1999),Comedy,Human Traffic
3584,Breathless (1983),Action|Drama|Romance|Thriller,Breathless
3586,The Idolmaker (1980),Drama|Romance,The Idolmaker
3587,Inferno (1980),Horror,Inferno
3590,"Lords of Flatbush, The (1974)",Comedy|Drama,The Lords of Flatbush
3591,Mr. Mom (1983),Comedy|Drama,Mr. Mom
3592,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,The Facts of Life Goes to Paris
3593,Battlefield Earth (2000),Action|Sci-Fi,Battlefield Earth
3594,Center Stage (2000),Drama|Musical,Center Stage
3596,Screwed (2000),Comedy,Screwed
3597,Whipped (2000),Comedy,Whipped
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,Hamlet
3599,Anchors Aweigh (1945),Comedy|Musical,Anchors Aweigh
3604,Gypsy (1962),Musical,Gypsy
3606,On the Town (1949),Comedy|Musical|Romance,On the Town
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,Pee-wee's Big Adventure
3609,Regret to Inform (1998),Documentary,ECW A Matter of Respect 1998
3614,Honeymoon in Vegas (1992),Comedy|Romance,Honeymoon in Vegas
3615,Dinosaur (2000),Adventure|Animation|Children,Dinosaur
3616,Loser (2000),Comedy|Romance,Loser
3617,Road Trip (2000),Comedy,Road Trip
3618,Small Time Crooks (2000),Comedy|Crime,Small Time Crooks
3619,"Hollywood Knights, The (1980)",Comedy,The Hollywood Knights
3622,"Twelve Chairs, The (1970)",Comedy,The Twelve Chairs
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,Mission: Impossible II
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,Shanghai Noon
3625,Better Living Through Circuitry (1999),Documentary,ECW Living Dangerously 1999
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,Moments: The Making Of Claire and the Moon
3627,Carnival of Souls (1962),Horror|Thriller,Carnival of Souls
3628,Flying Tigers (1942),Action|Drama|Romance|War,Flying Tigers
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,The Gold Rush
3632,Monsieur Verdoux (1947),Comedy|Crime,Monsieur Verdoux
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,On Her Majesty's Secret Service
3634,Seven Days in May (1964),Thriller,Seven Days in May
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,The Spy Who Loved Me
3637,Vagabond (Sans toit ni loi) (1985),Drama,Bon Jovi: Live In Japan 1985
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,Moonraker
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,The Man with the Golden Gun
3640,"King in New York, A (1957)",Comedy|Drama,A King in New York
3641,"Woman of Paris, A (1923)",Drama,A Woman of Paris: A Drama of Fate
3643,"Fighting Seabees, The (1944)",Action|Drama|War,The Fighting Seabees
3646,Big Momma's House (2000),Comedy,Big Momma's House
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,The Strange Case of the Cosmic Rays
3649,American Gigolo (1980),Drama,American Gigolo
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,Dawn of the Night of the Dead: The Musical
3653,"Endless Summer, The (1966)",Documentary,The Endless Summer
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,The Guns of Navarone
3655,Blow-Out (La grande bouffe) (1973),Drama,La Grande Bouffe
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,Quatermass and the Pit
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,Puppet Master
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,Super 8 Diary - 1991
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,Puppet Master III: Toulon's Revenge
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,Puppet Master 4
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,Puppet Master 5: The Final Chapter
3667,Rent-A-Cop (1988),Action|Comedy|Crime,Dorothée - Zénith 1988
3668,Romeo and Juliet (1968),Drama|Romance,Romeo and Juliet
3669,Stay Tuned (1992),Comedy,Stay Tuned
3671,Blazing Saddles (1974),Comedy|Western,Blazing Saddles
3672,Benji (1974),Adventure|Children,Benji
3673,Benji the Hunted (1987),Adventure|Children,Benji the Hunted
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,For the Love of Benji
3675,White Christmas (1954),Comedy|Musical|Romance,White Christmas
3676,Eraserhead (1977),Drama|Horror,Eraserhead
3677,Baraka (1992),Documentary,Baraka
3678,"Man with the Golden Arm, The (1955)",Drama,The Man with the Golden Arm
3679,"Decline of Western Civilization, The (1981)",Documentary|Musical,The Decline of Western Civilization
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,The Decline of Western Civilization Part II: The Metal Years
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,For a Few Dollars More
3682,Magnum Force (1973),Action|Crime|Drama|Thriller,Magnum Force
3683,Blood Simple (1984),Crime|Drama|Film-Noir,Blood Simple
3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,The Fabulous Baker Boys
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,Prizzi's Honor
3686,Flatliners (1990),Horror|Sci-Fi|Thriller,Flatliners
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,Light Years Expanding
3688,Porky's (1982),Comedy,Trust Rockpalast 1982
3689,Porky's II: The Next Day (1983),Comedy,Porky's II: The Next Day
3690,Porky's Revenge (1985),Comedy,Porky's Revenge
3691,Private School (1983),Comedy,Private School
3692,Class of Nuke 'Em High (1986),Comedy|Horror,Class of Nuke 'Em High
3693,"Toxic Avenger, The (1985)",Comedy|Horror,The Tale of 15 Children
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,The Toxic Avenger Part II
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,The Toxic Avenger Part III: The Last Temptation of Toxie
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,Night of the Creeps
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,Predator 2
3698,"Running Man, The (1987)",Action|Sci-Fi,The Running Man
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,Starman
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,The Brother from Another Planet
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,Alien Nation
3702,Mad Max (1979),Action|Adventure|Sci-Fi,Mad Max
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,The Who: Rockpalast 1981
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,Mad Max Beyond Thunderdome
3705,Bird on a Wire (1990),Action|Comedy|Romance,Bird on a Wire
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,Angel Heart
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,Nine 1/2 Weeks
3708,Firestarter (1984),Horror|Thriller,Firestarter
3709,Sleepwalkers (1992),Horror,Sleepwalkers
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,Action Jackson
3711,Sarafina! (1992),Drama,Sarafina!
3712,Soapdish (1991),Comedy,Soapdish
3713,"Long Walk Home, The (1990)",Drama,The Long Walk Home
3714,Clara's Heart (1988),Drama,Clara's Heart
3715,Burglar (1987),Comedy|Crime,Burglar
3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,Fatal Beauty
3717,Gone in 60 Seconds (2000),Action|Crime,Gone in Sixty Seconds
3719,Love's Labour's Lost (2000),Comedy|Romance,Love's Labour's Lost
3720,Sunshine (1999),Drama,Sunshine
3723,Hamlet (1990),Drama,Hamlet
3724,Coming Home (1978),Drama|War,Coming Home
3725,American Pop (1981),Animation|Musical,American Pop
3726,Assault on Precinct 13 (1976),Action|Thriller,Assault on Precinct 13
3727,Near Dark (1987),Horror|Western,Near Dark
3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller,One False Move
3729,Shaft (1971),Action|Crime|Drama|Thriller,"Swift, 1971"
3730,"Conversation, The (1974)",Drama|Mystery,The Conversation
3731,Cutter's Way (1981),Drama|Thriller,Cutter's Way
3732,"Fury, The (1978)",Horror,The Fury
3733,"Paper Chase, The (1973)",Drama,The Paper Chase
3735,Serpico (1973),Crime|Drama,Serpico
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,The Model and the Marriage Broker
3737,Lonely Are the Brave (1962),Drama|Western,Lonely Are the Brave
3738,"Sugarland Express, The (1974)",Drama,The Sugarland Express
3739,Trouble in Paradise (1932),Comedy|Romance,Trouble in Paradise
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,Big Trouble in Little China
3741,Badlands (1973),Crime|Drama|Thriller,Black Satan - 1973
3742,Battleship Potemkin (1925),Drama|War,Battleship Potemkin
3743,Boys and Girls (2000),Comedy|Romance,Boys and Girls
3744,Shaft (2000),Action|Crime|Thriller,Sensation 2000
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,Titan A.E.
3746,Butterfly (La lengua de las mariposas) (1999),Drama,"Face, les 99 noms de dieu"
3747,Jesus' Son (1999),Drama,Jesus' Son
3751,Chicken Run (2000),Animation|Children|Comedy,Chicken Run
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,"Me, Myself & Irene"
3753,"Patriot, The (2000)",Action|Drama|War,The Patriot
3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,The Adventures of Rocky & Bullwinkle
3755,"Perfect Storm, The (2000)",Drama|Thriller,The Perfect Storm
3756,"Golden Bowl, The (2000)",Drama,The Golden Bowl
3758,Communion (1989),Drama|Sci-Fi|Thriller,Communion
3760,"Kentucky Fried Movie, The (1977)",Comedy,The Kentucky Fried Movie
3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,Polvo en el viento (1975-1979)
3763,F/X (1986),Action|Crime|Thriller,Xmas 1986
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,The 10 Million Dollar Getaway
3765,"Hot Spot, The (1990)",Crime|Drama|Romance,The Hot Spot
3766,Missing in Action (1984),Action|War,Missing in Action
3767,Missing in Action 2: The Beginning (1985),Action|War,Missing in Action 2: The Beginning
3768,Braddock: Missing in Action III (1988),Action|War,Braddock: Missing in Action III
3769,Thunderbolt and Lightfoot (1974),Action,Thunderbolt and Lightfoot
3770,Dreamscape (1984),Horror|Sci-Fi|Thriller,Dreamscape
3771,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,The Golden Voyage of Sinbad
3773,House Party (1990),Comedy,House Party
3774,House Party 2 (1991),Comedy|Drama|Romance,House Party 2
3783,Croupier (1998),Crime|Drama,Croupier
3784,"Kid, The (2000)",Comedy|Fantasy,The Kid
3785,Scary Movie (2000),Comedy|Horror,Scary Movie
