movieId,title_x,genres,matched_title,title_y,popularity,keywords,release_date
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,The Red Violin,The Red Violin,13.582,auction-violin,1998-09-10
2687,Tarzan (1999),Adventure|Animation|Children|Drama,Tarzan,Tarzan,66.88,africa-gorilla-baby-adoption-feral child-tarzan-nest-jungle-anthropomorphism-camp-orphan,1999-06-18
2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,The General's Daughter,The General's Daughter,12.827,suicide-detective-based on novel or book-bondage-general-paranoia-us army-investigation-politics-cover-up-murder-betrayal-conspiracy-videotape-military law-father daughter relationship,1999-06-18
2690,"Ideal Husband, An (1999)",Comedy|Romance,An Ideal Husband,An Ideal Husband,9.088,blackmail-securities stocks and bonds -based on play or musical-british politics-house of commons-commerce without conscience,1999-04-15
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,The Case Files of Detective Superintendent Muta 25 - The Case of the Woman Who Slayed at Lake Toya,The Case Files of Detective Superintendent Muta 25 - The Case of the Woman Who Slayed at Lake Toya,0.6,,1998-08-08
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,Run Lola Run,Run Lola Run,27.59,daughter-race against time-berlin germany-homeless person-casino-red hair-nun-supermarket-ambulance-subway-money-fate-time loop,1998-03-03
2693,Trekkies (1997),Documentary,Trekkies,Trekkies,7.381,pop culture-fan culture-space opera-fan convention-fandom,1997-10-18
2694,Big Daddy (1999),Comedy,Big Daddy,Big Daddy,24.717,bachelor-vomit-syracuse university-law school-young boy-politically incorrect-wetting pants-central park-public urination-child's point of view-responsibility-immaturity,1999-06-25
2695,"Boys, The (1998)",Drama,The Boys,The Boys,7.629,prisoner-brother-sydney australia-australia-psychopath-parole board,1998-05-07
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,The Dinner Game,The Dinner Game,11.032,fool-tax inspector,1998-04-15
2697,My Son the Fanatic (1997),Comedy|Drama|Romance,My Son the Fanatic,My Son the Fanatic,2.782,muslim-love-cab driver-british asian,1997-10-21
2698,Zone 39 (1997),Sci-Fi,Red Sketch (1997c),Red Sketch (1997c),0.6,,1997-01-01
2699,Arachnophobia (1990),Comedy|Horror,Arachnophobia,Arachnophobia,9.695,small town-spider-animal attack-outbreak-creature-exterminator-spider bite-creature feature-spider queen-invasive species-arachnophobia-animal horror-spider general,1990-07-20
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",36.616,hell-world supremacy-elementary school-atheist-surrealism-satan-visions of hell-demon-adult animation,1999-06-30
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,Wild Wild West,Wild Wild West,18.626,remake-steampunk-cowboy-steam locomotive-drag-world domination-action hero-buddy movie,1999-06-29
2702,Summer of Sam (1999),Drama,Summer of Sam,Summer of Sam,9.176,italian american-1970s-distrust-intolerance-punk rock-serial killer-summer-bigotry-bronx new york city,1999-07-02
2706,American Pie (1999),Comedy|Romance,American Pie,American Pie,54.256,graduation-innocence-coming of age-loss of virginity-high school student-pie-teen comedy-teenage sexuality-exchange student-sex comedy-voyeurism-virginity-laxative-prom night-teenager,1999-07-09
2707,Arlington Road (1999),Thriller,Arlington Road,Arlington Road,12.233,bomb-washington dc usa-terrorist-fbi-professor-paranoia-suspicion-college-wife-politics-army-murder-neighbor-conspiracy-agent-blueprint-classified-neo-noir-domestic terrorism,1999-03-19
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,An Autumn Tale,An Autumn Tale,6.157,southern france-widow-lonely hearts ad-friendship-wine-winegrower-forty something-french countryside,1998-09-07
2709,Muppets From Space (1999),Children|Comedy,Muppets from Space,Muppets from Space,18.253,alien-puppetry,1999-07-14
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,The Blair Witch Project,The Blair Witch Project,39.172,witch-legend-camping-map-supernatural-wilderness-forest-maryland-mockumentary-paranormal-friends-survival-urban legend-fear-witchcraft-evil-found footage-videotape-lost in the woods,1999-07-14
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,Eyes Wide Shut,Eyes Wide Shut,61.972,new york city-prostitute-based on novel or book-sexual obsession-sacrifice-christmas party-eroticism-orgy-masked ball-secret society-cult-marijuana-conspiracy-mansion-lust-drugs-disguise-illegal prostitution-sexual desire-voyeurism-erotic thriller-sex party-marital crisis-relationships-costume shop-hooker,1999-07-16
2713,Lake Placid (1999),Horror|Thriller,Lake Placid,Lake Placid,19.259,diving-sheriff-lake-crocodile-deputy-paleontologist-animal attack-maine-decapitation-severed head-creature-scientist-remote-tooth-bear attack-campfire-severed toe-torso cut in half-voyeur-giant crocodile-crocodile attack-animal horror,1999-07-15
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,Ghostbusters,Ghostbusters,34.274,female friendship-ghost hunting-reboot-ghost,2016-07-14
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,Ghostbusters II,Ghostbusters II,24.672,new york city-mythology-slime-ghostbuster-product placement-reincarnation-painting-supernatural-crude humor-paranormal phenomena-single mother-paranormal investigation-old flame-courtroom-urban setting-book store-chrysler building-ghost-river of slime-revolving door-occult research-ghostbusters,1989-06-16
2718,Drop Dead Gorgeous (1999),Comedy,Drop Dead Gorgeous,Drop Dead Gorgeous,11.622,parent child relationship-minnesota-mother role-beauty contest-girl from the province-evil mother-mockumentary-envy-pretty woman,1999-07-23
2719,"Haunting, The (1999)",Horror|Thriller,The Haunting,The Haunting,29.813,based on novel or book-painting-trauma-haunted house-haunting-castle-insomnia-bone-poster-child labor-audio recording-spiral staircase-evil-loner-researcher-insomniac-paranormal activity-logbook-strange noise-spook-cherub,1999-07-23
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,Inspector Gadget,Inspector Gadget,11.402,gadget-villain-nerd-slapstick comedy-superhero-based on cartoon-scientist-super villain,1999-07-23
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,Deep Blue Sea,Deep Blue Sea,21.781,shark attack-creature-scientist-shark-killer shark-genetic engineering-animal horror-underwater facility,1999-07-28
2723,Mystery Men (1999),Action|Comedy|Fantasy,Mystery Men,Mystery Men,12.383,bowling-hostage-sphinx-training-insane asylum-tools-casanova-superhero-based on comic-spoof-shovel-disco-superhero spoof-invisible person-super villain-dark horse comics-invisibility-bowling ball-evil genius-good versus evil,1999-08-06
2724,Runaway Bride (1999),Comedy|Romance,Runaway Bride,Runaway Bride,13.866,small town-artist-self-discovery-just married-chase-reporter-wedding-relationship-wedding ceremony-self identity-hair salon-cold feet-serial monogamy,1999-07-30
2725,Twin Falls Idaho (1999),Drama,Twin Falls Idaho,Twin Falls Idaho,5.393,conjoined twins,1999-07-30
2726,"Killing, The (1956)",Crime|Film-Noir,The Killing,The Killing,14.041,corruption-adultery-robbery-horse race-husband wife relationship-way of life-sniper-ex-detainee-gangster-marriage crisis-femme fatale-film noir-heist-bag of money-black and white,1956-06-06
2727,Killer's Kiss (1955),Crime|Film-Noir,Killer's Kiss,Killer's Kiss,6.949,new york city-woman between two men-film noir-hoodlum,1955-10-01
2728,Spartacus (1960),Action|Drama|Romance|War,Spartacus,Spartacus,48.558,gladiator-roman empire-gladiator fight-slavery-insurgence-ancient rome-epic-gay interest-historical fiction-torture-ancient world-slave-technicolor-escaped slave-1st century-gay subtext,1960-10-13
2729,Lolita (1962),Drama|Romance,Lolita,Lolita,90.517,jealousy-based on novel or book-police-obsession-professor-blackmail-seduction-road trip-teacher-love-murder-older man younger woman relationship-lust-desire-illness-underage-voyeurism-flirtation-virginity-sex with a minor,1997-09-27
2730,Barry Lyndon (1975),Drama|Romance|War,Barry Lyndon,Barry Lyndon,49.768,based on novel or book-gambling-desertion-fencing-palace-british army-opportunist-wealth-debt-duel-ireland-british soldier-18th century-card playing-pistol duel-seven years war-nobility-prussia,1975-12-18
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,The Blood Sword of the 99th Virgin,The Blood Sword of the 99th Virgin,0.651,,1959-09-11
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,The Pit and the Pendulum,The Pit and the Pendulum,11.353,inquisition-spain-castle-supernatural-insanity-buried alive-flashback-gothic horror-secret door-madness-torturer-spanish inquisition-costume horror-pendelum-iron maiden-14th century,1961-08-12
2733,Vibes (1988),Adventure|Comedy|Romance,18 Times,18 Times,1.4,,1988-11-03
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,The Mosquito Coast,The Mosquito Coast,9.034,paradise-based on novel or book-governance-exit-idealism-honduras-idealist-nature-emigrant,1986-11-26
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,The Golden Child,The Golden Child,18.025,buddhism-monk-anti hero-social worker-mystic-wretch-tibet-ritual-pocket knife-demon-evil-missing person-dark fantasy-reluctant hero-mysticism,1986-12-12
2736,Brighton Beach Memoirs (1986),Comedy,Brighton Beach Memoirs,Brighton Beach Memoirs,5.975,great depression-based on play or musical-coming of age-breaking the fourth wall-brooklyn new york city-semi autobiographical-jewish family-1930s,1986-12-26
2737,Assassination (1987),Action|Drama|Thriller,Assassination,Assassination,17.963,assassination-independence movement-japanese invasion of korea-korean resistance-japanese occupation of korea,2015-07-22
2738,Crimes of the Heart (1986),Comedy|Drama,Crimes of the Heart,Crimes of the Heart,4.773,sibling relationship-mississippi river-sister-reunion-dysfunctional family-based on play or musical,1986-12-12
2739,"Color Purple, The (1985)",Drama,The Color Purple,The Color Purple,115.761,adultery-child abuse-based on novel or book-southern usa-faith-forgiveness-georgia-musical-based on play or musical-child bride-memphis tennessee-lesbian relationship-domestic abuse-religion-domestic violence-racism-older man younger woman relationship-incest-county jail-self esteem-hardship-lgbt-child marriage-estranged family member-pregnant teen-female empowerment-forced marriage-1920s-1940s-1910s-sisterhood-abusive father-1930s-unwanted marriage-women's liberation-christian missionary-1900s-sister sister relationship-race relations-resilience-soul music-child sexual abuse-20th century-bisexual woman-underage marriage-familial reconciliation,2023-12-25
2740,"Kindred, The (1986)",Horror|Sci-Fi,The Find,The Find,0.838,,2015-12-03
2741,No Mercy (1986),Action|Crime|Thriller,No Mercy,No Mercy,13.161,kidnapping-revenge-sisterhood,2019-01-01
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,Der Junge mit dem Jeep,Der Junge mit dem Jeep,0.6,,1986-01-01
2743,Native Son (1986),Drama,Native Son,Native Son,6.015,chicago illinois-based on novel or book-poverty,2019-01-24
2744,Otello (1986),Drama,Otello,Otello,1.966,,2001-01-01
2745,"Mission, The (1986)",Drama,The Mission,The Mission,18.651,christianity-waterfall-mission-argentina-jungle-colonisation-south america-18th century-indigenous peoples-assimilation-jesuit priest-lgbt interest,1986-09-29
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,Little Shop of Horrors,Little Shop of Horrors,11.872,solar eclipse-florist-aggression-bloodthirstiness-assistant-plant-success-musical-investigation-nerd-blonde-carnivorous plant-remake-crush-based on play or musical-laughing gas-animated scene-puppetry-creature-motorcycle-eclipse-dentist-death-bum-killer plant-homoeroticism-skid row-based on movie-plant food-inept assistant-man eating plant-dying in arms,1986-12-19
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,The Little Shop of Horrors,The Little Shop of Horrors,8.122,flower shop-aggression-bloodthirstiness-carnivorous plant-dark comedy-killer plant-dismemberment-eaten alive-man eating plant,1960-08-05
2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,Francis Bacon and the Brutality of Fact,Francis Bacon and the Brutality of Fact,0.6,,1987-04-28
2749,"Morning After, The (1986)",Drama|Mystery,The Morning After,The Morning After,8.898,blackout-head injury-ex-cop-dead body-alcohol abuse-set up-nancy drew-failed actor-male hairdresser,1986-12-25
2750,Radio Days (1987),Comedy|Drama,Radio Days,Radio Days,13.476,beach-taxi driver-world war ii-radio-musical-nostalgia-coney island-working class-binoculars-1940s-1930s-cigarette girl-radio plays,1987-01-30
2751,From the Hip (1987),Comedy|Drama,From the Hip,From the Hip,4.297,lawyer-civil suit-apprentice lawyer,1987-02-06
2752,Outrageous Fortune (1987),Comedy|Mystery,Outrageous Fortune,Outrageous Fortune,6.424,cia-new mexico-kgb-fake death,1987-01-30
2754,Deadtime Stories (1987),Horror,Playboy: Bedtime Stories,Playboy: Bedtime Stories,0.722,anthology-softcore,1987-01-01
2757,Frances (1982),Drama,Frances,Frances,7.171,falsely accused-movie business-feminism-strong woman-biography-insanity-evil mother-based on true story-psychiatric hospital-female protagonist-hollywood-wrongful imprisonment-lost love-wrongful arrest-wrongful conviction-wrong diagnosis-lobotomy-frances farmer-power abuse-mother daughter relationship,1982-12-03
2759,Dick (1999),Comedy,Divas Live 1999,Divas Live 1999,0.901,,1999-10-07
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,The Iron Giant,The Iron Giant,37.69,based on novel or book-small town-self sacrifice-cold war-friendship-alien-meteorite-giant robot-autumn-fear of unknown-1950s-mother son relationship,1999-08-06
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,The Sixth Sense,The Sixth Sense,37.571,philadelphia pennsylvania-child abuse-loss of loved one-sense of guilt-confidence-psychology-dying and death-marriage crisis-afterlife-single-paranormal phenomena-psychological thriller-cowardliness-single mother-school play-ghost-child-spiritism-ghost child,1999-08-06
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,The Thomas Crown Affair,The Thomas Crown Affair,22.123,martinique-claude monet-glider-insurance agent-stolen painting,1999-08-06
2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,The Thomas Crown Affair,The Thomas Crown Affair,22.123,martinique-claude monet-glider-insurance agent-stolen painting,1999-08-06
2765,"Acid House, The (1998)",Comedy|Drama,The Acid House,The Acid House,9.241,flying-scotland-based on novel or book-baby-ecstasy-nightclub-loser-lsd-god-controversy-football (soccer)-drugs-extramarital affair-based on short story-multiple storylines-football (soccer) team-acid,1998-07-02
2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,The Adventures of Sebastian Cole,The Adventures of Sebastian Cole,2.117,sex change-new york state-father son relationship-teenage protagonist,1998-09-11
2769,"Yards, The (2000)",Crime|Drama,The Yards,The Yards,10.683,corruption-subway-infiltration-criminal-brooklyn new york city-queens new york city-ex-con,2000-04-27
2770,Bowfinger (1999),Comedy,Bowfinger,Bowfinger,15.926,movie business-celebrity-fame-hollywood-los angeles california-filmmaking-famous actor,1999-08-12
2771,Brokedown Palace (1999),Drama,Brokedown Palace,Brokedown Palace,10.288,holiday-prison-thailand-drugs-injustice,1999-08-13
2772,Detroit Rock City (1999),Comedy,Detroit Rock City,Detroit Rock City,17.767,parent child relationship-1970s-kiss-drugs-detroit michigan,1999-08-13
2774,Better Than Chocolate (1999),Comedy|Romance,Better Than Chocolate,Better Than Chocolate,11.521,transsexuality-canada-eroticism-coming out-lesbian relationship-lesbian sex-lgbt-vancouver-woman director,1999-02-14
2775,Head On (1998),Drama,Head On,Head On,4.018,bisexuality-melbourne australia-gay interest-drugs-woman director-lgbt interest,1998-08-13
2779,Heaven Can Wait (1978),Comedy,Heaven Can Wait,Heaven Can Wait,10.612,hell-afterlife-based on play or musical-devil,1943-08-05
2782,Pit and the Pendulum (1961),Horror,The Pit and the Pendulum,The Pit and the Pendulum,11.353,inquisition-spain-castle-supernatural-insanity-buried alive-flashback-gothic horror-secret door-madness-torturer-spanish inquisition-costume horror-pendelum-iron maiden-14th century,1961-08-12
2784,"Masque of the Red Death, The (1964)",Horror,The Masque of the Red Death,The Masque of the Red Death,9.469,sacrifice-prince-castle-satanism-village-revenge-murder-tragic villain-massacre-middle ages-evil prince-medieval-satanic ritual-plague-devil worship-preserved film,1964-06-24
2786,Haunted Honeymoon (1986),Comedy,Haunted Honeymoon,Haunted Honeymoon,5.905,drag queen-lightning-monster-fight-radio-magic-sarcasm-castle-satire-murder-dress-trance-money-radio program-werewolf-corpse-murderer-thunderstorm-scare-estate-thunder-dancing corpse-drag-creepy-magician-artificial lightning,1986-07-25
2787,Cat's Eye (1985),Horror,Cat's Eye,Cat's Eye,15.65,adultery-smoking-cat-monster-menace-anthology-atlantic city-troll-pets,1985-04-12
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,And Now for Something Completely Different,And Now for Something Completely Different,8.482,blackmail-stupidity-spoof-compilation-lumberjack-dead parrot-twit-physical comedy-intentional mistranslation-foot race-obstacle course-anarchic comedy,1971-09-28
2789,Damien: Omen II (1978),Horror,Damien: Omen II,Damien: Omen II,14.158,prophecy-secret identity-devil's son-anti-christ-sequel-occult-raven-military academy,1978-06-09
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,Omen III: The Final Conflict,Omen III: The Final Conflict,15.924,london england-ambassador-devil's son-anti-christ-demon-fox hunt,1981-03-20
2791,Airplane! (1980),Comedy,Airplane!,Airplane!,33.741,chicago illinois-post-traumatic stress disorder (ptsd)-airplane-cataclysm-guitar-alcohol-stewardess-taxi driver-passenger-fear of flying-pilot-medicine-air controller-landing-saxophone-autopilot-parody-spoof-food poisoning-los angeles california-alcohol abuse-aftercreditsstinger-inflatable life raft-anarchic comedy,1980-07-02
2792,Airplane II: The Sequel (1982),Comedy,Airplane II: The Sequel,Airplane II: The Sequel,15.653,moon-space marine-coffee-space travel-sequel-spoof-bomb planting-aftercreditsstinger-anarchic comedy,1982-12-10
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,An American Werewolf in Paris,An American Werewolf in Paris,16.1,paris france-meat-werewolf-cowardliness,1997-05-29
2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,National Lampoon's European Vacation,National Lampoon's European Vacation,16.691,london england-game show-chaos-travel-family vacation-eiffel tower paris-marriage problems-interrupted vacation-woman director,1985-07-25
2795,National Lampoon's Vacation (1983),Comedy,National Lampoon's Vacation,National Lampoon's Vacation,35.367,relatives-road trip-domestic life-family vacation-family holiday-theme park-duringcreditsstinger,1983-07-28
2796,Funny Farm (1988),Comedy,Funny Farm,Funny Farm,10.118,small town-based on novel or book-slapstick comedy-city country contrast-vermont,1988-06-03
2797,Big (1988),Comedy|Drama|Fantasy|Romance,Hity 88,Hity 88,0.6,,1988-01-01
2798,Problem Child (1990),Children|Comedy,Problem Child,Problem Child,17.812,ransom-kidnapping-foster parents-child hero-baby-snatching-orphanage-spoiled child-pflegesohn-slapstick comedy-dark comedy-serial killer-problem child-mischievous child-neighborhood-child-1990s,1990-07-27
2799,Problem Child 2 (1991),Comedy,Problem Child 2,Problem Child 2,24.045,spoiled child-slapstick comedy-dark comedy-problem child-vomiting-mischievous child-neighborhood-child-1990s,1991-07-03
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,The New Adventures of Little Toot,The New Adventures of Little Toot,1.637,,1992-10-08
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,Oscar and Lucinda,Oscar and Lucinda,5.217,gambling-based on novel or book-minister-sydney australia-australia-oxford-inheritance-wager-heiress-woman director-glass-19th century-gambling addiction-anglican priest,1997-12-31
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,Tequila Sunrise,Tequila Sunrise,11.665,drug dealer-restaurant owner-woman between two men-cop-organized crime-best friend-los angeles california-drug lord-seaside town-best friends-best friends on opposite sides,1988-12-02
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,The Pelican Brief,The Pelican Brief,18.601,judge-professor-mission of murder-supreme court-legal thriller,1993-09-17
2804,"Christmas Story, A (1983)",Children|Comedy,A Christmas Story,A Christmas Story,12.182,holiday-nostalgia-snow-young boy-chinese restaurant-tongue-christmas tree dealer-mall santa-christmas-1940s,1983-11-18
2805,Mickey Blue Eyes (1999),Comedy|Romance,Mickey Blue Eyes,Mickey Blue Eyes,14.29,new york city-marriage proposal-fbi-mafia boss-mafia,1999-08-16
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,Teaching Mrs. Tingle,Teaching Mrs. Tingle,5.635,pornography-parent child relationship-exam-bed-graduation-final exam-class-scholarship-bastille-teen movie-tears-gym-teenage sexuality-knocked out-valedictorian-history class-history teacher-letter opener-school bus,1999-08-11
2807,Universal Soldier: The Return (1999),Action|Sci-Fi,Universal Soldier: The Return,Universal Soldier: The Return,14.969,super computer-computer program-destiny-timebomb,1999-08-05
2808,Universal Soldier (1992),Action|Sci-Fi,Universal Soldier,Universal Soldier,26.261,vietnam-barrage-revitalization-reporter-soldier,1992-07-10
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,Red Sketch (1997c),Red Sketch (1997c),0.6,,1997-01-01
2812,In Too Deep (1999),Action|Thriller,In Too Deep,In Too Deep,7.497,undercover-police-based on true story,1999-08-25
2813,"Source, The (1999)",Documentary,The Source,The Source,6.515,husband wife relationship-village life-female protagonist,2011-11-02
2815,Iron Eagle (1986),Action|War,Iron Eagle,Iron Eagle,11.127,dictator-parent child relationship-general-patriotism-cold war-missile-pilot-u.s. air force-airplane-government-rescue-aerial combat-colonel-execution-desert-radical-oil refinery-behind enemy lines-military-air force base-warplane,1986-01-17
2816,Iron Eagle II (1988),Action|War,Iron Eagle II,Iron Eagle II,10.373,israel-atomic bomb-cold war-pilot-u.s. air force-air force-airplane-aerial combat-colonel-explosion-military-air attack,1988-11-11
2817,Aces: Iron Eagle III (1992),Action,Iron Eagle III,Iron Eagle III,7.949,poison-drug addiction-pilot-u.s. air force-dying and death-airplane-aerial combat-colonel-explosion-behind enemy lines-military,1992-01-09
2818,Iron Eagle IV (1995),Action|War,Iron Eagle IV,Iron Eagle IV,4.093,terrorist-biological weapon-prisoner of war-u.s. air force-training-aerial combat-conspiracy-colonel-military-biological warfare-air force base,1995-12-01
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,Three Days of the Condor,Three Days of the Condor,13.885,cia-office-conspiracy-condor-christmas-political thriller,1975-09-24
2820,Hamlet (1964),Drama,Hamlet,Hamlet,12.551,mother-denmark-loss of loved one-prince-based on play or musical-madness,1996-12-25
2822,Medicine Man (1992),Adventure|Romance,Medicine Man,Medicine Man,14.496,medicine-ant-research-amazon-cancer-jungle-doctor-falling in love-medical research-opposites attract-amazon rainforest-cure-rainforest,1992-02-07
2824,On the Ropes (1999),Documentary|Drama,WWE King of the Ring 1999,WWE King of the Ring 1999,2.11,wrestling,1999-06-27
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,The 13th Warrior,The 13th Warrior,33.432,witch-based on novel or book-cave-arabian-horse-kingdom-village-scandinavia-bagdad-viking-defence-epic-horror-sword fight-deception-mission-historical fiction-barbarian-fictional war-demon-combat-cavalry-medieval-dark fantasy-norse mythology-warrior-sword and sorcery-10th century,1999-08-13
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,The Astronaut's Wife,The Astronaut's Wife,14.874,husband wife relationship-pregnancy-space travel-space-mission-astronaut,1999-08-26
2828,Dudley Do-Right (1999),Children|Comedy,Dudley Do-Right,Dudley Do-Right,10.318,narration-based on cartoon-breaking the fourth wall-mountie (rcmp)-comedy of errors,1999-08-27
2829,"Muse, The (1999)",Comedy,The Muse,The Muse,9.474,screenwriter-muse,1999-01-05
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,Chill Factor,Chill Factor,6.348,,1999-09-01
2836,Outside Providence (1999),Comedy,Outside Providence,Outside Providence,8.147,suicide-sexuality-college-rhode island-police-campus-love-revenge-flashback-prank-drugs-humiliation-accident,1999-09-01
2837,Bedrooms & Hallways (1998),Comedy|Romance,Bedrooms and Hallways,Bedrooms and Hallways,4.907,meditation-coming out-woman director,1998-08-01
2839,West Beirut (West Beyrouth) (1998),Drama,Key West Fantasy Fest 1998,Key West Fantasy Fest 1998,0.6,,1998-10-30
2840,Stigmata (1999),Drama|Thriller,Stigmata,Stigmata,16.195,vatican-miracle-faith-clergyman-atheist,1999-09-10
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,Stir of Echoes,Stir of Echoes,17.835,obsession-cemetery-paranoia-grave-haunted house-hypnosis-tools-clairvoyance-murder-disappearance-psychic-ghost-neighborhood-repressed memory-hearing voices,1999-09-10
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,"Black Cat, White Cat","Black Cat, White Cat",15.272,sibling relationship-gypsy-parent child relationship-grandparent grandchild relationship-bathing-unexpected happiness-black market-bad luck-superstition-gypsy music-teacher-debt-best friend-anarchic comedy,1998-06-01
2844,"Minus Man, The (1999)",Drama|Mystery,The Minus Man,The Minus Man,3.502,,1999-02-25
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,The Adventures of Milo and Otis,The Adventures of Milo and Otis,12.56,cat-fight-chicken-barn-pig-milk-survival-dog-pets,1986-06-27
2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,Only Angels Have Wings,Only Angels Have Wings,9.455,pilot-south america-old flame-showgirl-andes mountains,1939-05-15
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,"The VI Olympic Winter Games, Oslo 1952","The VI Olympic Winter Games, Oslo 1952",0.731,olympic games-sports,1952-10-30
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,Saturn 3,Saturn 3,9.705,moon-chess-tattoo-cyborg-killer robot-spacecraft-space travel-saturn-murder-rampage-transhumanism-robot-scientist-drugs-space station-dismemberment-hydroponics,1980-02-15
2852,"Soldier's Story, A (1984)",Drama,A Soldier's Story,A Soldier's Story,6.32,world war ii-louisiana-racist-revenge-flashback-boot camp-based on play or musical-dead soldier-1940s-military law,1984-09-14
2856,I Saw What You Did (1965),Thriller,I Saw What You Did,I Saw What You Did,3.737,based on novel or book-murder-neighbor-slumber party-prank telephone call-hagsploitation,1965-07-21
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,Yellow Submarine,Yellow Submarine,9.177,submarine-surreal-musical-liverpool england-blase-admiral-apple-cult film-phantasmagoria-color-psychadelic,1968-07-17
2858,American Beauty (1999),Drama|Romance,American Beauty,American Beauty,27.872,adultery-parent child relationship-midlife crisis-coming out-first time-virgin-estate agent-cheerleader-rose-satire-loneliness-dark comedy-suburbia-coming of age-marijuana-love affair-exercise-extramarital affair-quitting a job-retired army man-closeted homosexual-gay-teenager,1999-09-15
2859,Stop Making Sense (1984),Documentary|Musical,Stop Making Sense,Stop Making Sense,12.371,concert-new wave-energetic,1984-11-16
2860,Blue Streak (1999),Comedy,Blue Streak,Blue Streak,28.439,robbery-diamond-police operation-police everyday life-thief-police officer-police station,1999-09-17
2861,For Love of the Game (1999),Comedy|Drama,For Love of the Game,For Love of the Game,11.41,based on novel or book-baseball-legend-training-sports-teenage daughter-baseball player-baseball pitcher-long distance relationship-baseball stadium-sports injury-baseball game-baseball team-single mom,1999-09-17
2862,Caligula (1979),Drama,Caligula,Caligula,35.833,italy-assassination-rape-sexuality-roman empire-orgy-emperor-roman-sadism-ancient rome-marriage-insanity-syphillis-punishment-brutality-lust-erotic movie-1st century-caligula-lgbt interest,1979-08-14
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,A Hard Day's Night,A Hard Day's Night,11.596,adolescence-great britain-culture clash-pop culture-press conference-musical-behind the scenes-fame-police chase-mockumentary-older man younger woman relationship-cult film-shaving-swinging 60s-railway station-psychotronic-generation gap-television director,1964-07-07
2865,Sugar Town (1999),Comedy,Sugar Town,Sugar Town,3.115,,2018-08-07
